"Identifier","IsDeleted","EssayAnswerID","MatchingAnswerID","MultipleAnswerAnswerID","MultipleChoiceAnswerID","TrueOrFalseAnswerID","ExamTakenID","QuestionID","Grade","Answer","IsCorrect","AuditCreatedDate","AuditLastUpdatedDate"
"MULTCHOICE","False",,,,"802649",,"416827","9904",,"É correto afirmar que o fabricante, o produtor, o construtor, nacional ou estrangeiro, e o importador respondem, se houver prova de culpa, pela reparação dos danos causados aos consumidores por defeitos relativos à prestação dos serviços.","0","04/02/2024 11:35:35","04/02/2024 11:40:41"
"MULTCHOICE","False",,,,"802650",,"416827","9907",,"Poderão as partes convencionar a ampliação deste prazo de trinta dias não podendo ser superior a noventa dias.","1","04/02/2024 11:54:11","04/02/2024 11:54:11"
"MULTCHOICE","False",,,,"802651",,"416827","9908",,"Na oferta de crédito, avaliar, de forma responsável, as condições de crédito do consumidor, mediante análise das informações disponíveis em bancos de dados de proteção ao crédito, observado o disposto no CDC apenas.","0","04/02/2024 11:56:22","04/02/2024 11:56:22"
"MULTCHOICE","False",,,,"802652",,"416827","9909",,"Cinco anos a pretensão à reparação pelos danos causados por fato do produto ou serviço, iniciando-se a contagem do prazo a partir do conhecimento do dano e de sua autoria.","1","04/02/2024 11:57:43","04/02/2024 11:57:43"
"MULTCHOICE","False",,,,"802653",,"416928","9901",,"A anulação das cláusulas contratuais que estabeleçam prestações desproporcionais ou sua revisão em razão de fatos supervenientes que as tornem excessivamente onerosas.","1","04/02/2024 12:03:44","04/02/2024 12:03:44"
"MULTCHOICE","False",,,,"802654",,"416928","9903",,"É correto afirmar que o produto é defeituoso quando não oferece a segurança que dele legitimamente se espera, independente da época que foi colocado em circulação.","1","04/02/2024 12:06:01","04/02/2024 12:06:01"
"MULTCHOICE","False",,,,"802655",,"416928","9904",,"É correto afirmar que o fabricante, o produtor, o construtor, nacional ou estrangeiro, e o importador respondem, se houver prova de culpa, pela reparação dos danos causados aos consumidores por defeitos relativos à prestação dos serviços.","0","04/02/2024 12:08:03","04/02/2024 12:08:03"
"MULTCHOICE","False",,,,"802656",,"416928","9905",,"Podemos afirmar que é a impossibilidade manifesta de o consumidor pessoa natural, de boa-fé, pagar a totalidade de suas dívidas de consumo, exigíveis e vincendas, sem comprometer seu mínimo existencial, nos termos da regulamentação.","1","04/02/2024 12:09:00","04/02/2024 12:09:00"
"MULTCHOICE","False",,,,"802657",,"416928","9906",,"Levando-se em consideração as circunstâncias relevantes, como pela adoção de novas técnicas.","1","04/02/2024 12:09:21","04/02/2024 12:09:21"
"MULTCHOICE","False",,,,"802658",,"416928","9907",,"Poderão as partes convencionar a ampliação deste prazo de trinta dias não podendo ser superior a noventa dias.","1","04/02/2024 12:10:53","04/02/2024 12:10:53"
"MULTCHOICE","False",,,,"802659",,"416928","9908",,"Na oferta de crédito, avaliar, de forma responsável, as condições de crédito do consumidor, mediante análise das informações disponíveis em bancos de dados de proteção ao crédito, observado o disposto no CDC apenas.","0","04/02/2024 12:11:39","04/02/2024 12:11:39"
"MULTCHOICE","False",,,,"802660",,"416928","9909",,"Cinco anos a pretensão à reparação pelos danos causados por fato do produto ou serviço, iniciando-se a contagem do prazo a partir do conhecimento do dano e de sua autoria.","1","04/02/2024 12:12:40","04/02/2024 12:12:40"
"MULTCHOICE","False",,,,"802661",,"416928","9910",,"Apenas as alternativas II e III estão corretas.","1","04/02/2024 12:15:45","04/02/2024 12:15:45"
"MULTCHOICE","False",,,,"802662",,"416928","9911",,"A informação I desrespeita as Resoluções.","1","04/02/2024 12:16:47","04/02/2024 12:22:29"
"MULTCHOICE","False",,,,"802663",,"416928","9912",,"Todas as afirmativas estão corretas.","0","04/02/2024 12:25:58","04/02/2024 12:25:58"
"MULTCHOICE","False",,,,"802664",,"416928","9914",,"O Pacote de Serviços Z é o mais completo, mas não inclui os serviços vinculados ao cartão de crédito.","0","04/02/2024 12:31:41","04/02/2024 12:31:41"
"MULTCHOICE","False",,,,"802665",,"416928","9919",,"Manter serviço adequado e eficaz de atendimento presencial, que possibilite ao consumidor a resolução de demandas referentes a informação, dúvida, reclamação, suspensão ou cancelamento do contrato.","1","04/02/2024 12:51:58","04/02/2024 12:51:58"
"MULTCHOICE","False",,,,"802666",,"416928","9920",,"O atendimento deve ser prestado a todos os consumidores que demandarem suas agências no período em que estiverem abertas para o público externo, sendo permitida a cobrança de valores para recebimento no guichê de caixa de títulos e boletos de cobrança de cedência de outros bancos.","1","04/02/2024 15:07:02","04/02/2024 15:13:00"
"MULTCHOICE","False",,,,"802667",,"416828","2065",,"Da padronização dos documentos a serem utilizados nos procedimentos de oferta e contratação de operações de crédito direto ao consumidor e de arrendamento mercantil financeiro.","1","04/02/2024 18:50:19","04/02/2024 18:50:19"
"MULTCHOICE","False",,,,"802668",,"416828","2070",,"Devolver o bem à empresa de arrendamento mercantil.","1","04/02/2024 18:53:16","04/02/2024 18:53:16"
"MULTCHOICE","False",,,,"802669",,"416828","2041",,"Financeiro e operacional.","1","04/02/2024 18:54:51","04/02/2024 18:54:51"
"MULTCHOICE","False",,,,"802670",,"416828","2059",,"A inclusão de cláusula estipulando que o contratante será previamente informado da elevação respectiva, por meio do veículo de comunicação previsto contratualmente.","1","04/02/2024 18:58:37","04/02/2024 18:58:37"
"MULTCHOICE","False",,,,"802671",,"416828","2062",,"Financiamento do consumo das pessoas físicas e do capital de giro das empresas.","1","04/02/2024 19:00:59","04/02/2024 19:00:59"
"MULTCHOICE","False",,,,"802672",,"416828","2023",,"Investimento e financiamento.","1","04/02/2024 19:01:13","04/02/2024 19:01:13"
"MULTCHOICE","False",,,,"802673",,"416828","2026",,"De todos os riscos, de modo detalhado, ainda que venha a perder o negócio.","1","04/02/2024 19:01:32","04/02/2024 19:01:32"
"MULTCHOICE","False",,,,"802674",,"416828","2033",,"Usar crachá de identificação visível ao cliente, ser ético e apresentar os planos oferecidos por todas as instituições para o cliente ter a opção de escolha.","1","04/02/2024 19:01:57","04/02/2024 19:01:57"
"MULTCHOICE","False",,,,"802675",,"416828","2034",,"Não é necessário ser cliente da instituição, mas ter cadastro aprovado.","1","04/02/2024 19:02:20","04/02/2024 19:02:20"
"MULTCHOICE","False",,,,"802676",,"416828","2024",,"As entradas e saídas de valores (dinheiro) efetivadas no decorrer do tempo numa dada operação.","1","04/02/2024 19:02:57","04/02/2024 19:02:57"
"MULTCHOICE","False",,,,"802677",,"416828","2020",,"Conselho Monetário Nacional.","0","04/02/2024 19:03:09","04/02/2024 19:03:09"
"MULTCHOICE","False",,,,"802678",,"416828","2039",,"Instituição consignatária é a instituição autorizada a conceder empréstimo ou financiamento.","1","04/02/2024 19:04:17","04/02/2024 19:04:17"
"MULTCHOICE","False",,,,"802679",,"416828","2031",,"O Programa de autorregulação de crédito responsável estabelece diretrizes e procedimentos a serem observados nas etapas de oferta e contratação de crédito e tratamento dos superendividados.","1","04/02/2024 19:07:20","04/02/2024 19:07:20"
"MULTCHOICE","False",,,,"802680",,"416828","2047",,"Capitalização.","1","04/02/2024 19:07:57","04/02/2024 19:07:57"
"MULTCHOICE","False",,,,"802681",,"416828","2050",,"Cinco dias úteis.","1","04/02/2024 19:08:20","04/02/2024 19:08:37"
"MULTCHOICE","False",,,,"802682",,"416828","2048",,"Menor será o seu valor presente.","1","04/02/2024 19:13:30","04/02/2024 19:13:30"
"MULTCHOICE","False",,,,"802683",,"416828","2066",,"Sempre prefixados.","0","04/02/2024 19:13:51","04/02/2024 19:13:51"
"MULTCHOICE","False",,,,"802684",,"416828","2045",,"do financiamento do setor habitacional. ","0","04/02/2024 19:14:01","04/02/2024 19:14:01"
"MULTCHOICE","False",,,,"802685",,"416828","2037",,"De cenários.","0","04/02/2024 19:14:51","04/02/2024 19:14:58"
"MULTCHOICE","False",,,,"802686",,"417029","2031",,"O Programa de autorregulação de crédito responsável estabelece diretrizes e procedimentos a serem observados nas etapas de oferta e contratação de crédito e tratamento dos superendividados.","1","04/02/2024 20:53:08","04/02/2024 20:53:08"
"MULTCHOICE","False",,,,"802687",,"417029","2032",,"Integridade, equidade, respeito ao consumidor, transparência, excelência, sustentabilidade e confiança.","1","04/02/2024 20:53:23","04/02/2024 20:53:23"
"MULTCHOICE","False",,,,"802688",,"416829","2046",,"A fabricação de papel moeda.","1","04/02/2024 20:54:09","04/02/2024 20:54:09"
"MULTCHOICE","False",,,,"802689",,"416829","2067",,"Responde como devedor principal e solidário da obrigação e o nome do empregado não pode ser inscrito em cadastro de inadimplente.","1","04/02/2024 21:01:21","04/02/2024 21:01:21"
"MULTCHOICE","False",,,,"802690",,"417029","2047",,"Somatário.","0","04/02/2024 21:02:40","04/02/2024 21:02:40"
"MULTCHOICE","False",,,,"802691",,"417029","2025",,"Risco.","1","04/02/2024 21:03:07","04/02/2024 21:03:07"
"MULTCHOICE","False",,,,"802692",,"417029","2056",,"A operação financeira tenha sido realizada pela própria instituição financeira ou pela sociedade de arrendamento mercantil a ela vinculada.","1","04/02/2024 21:04:07","04/02/2024 21:06:07"
"MULTCHOICE","False",,,,"802693",,"416829","2027",,"Efetuada total ou parcialmente, acarreta obrigatoriamente a redução proporcional dos juros e demais acréscimos.","1","04/02/2024 21:04:59","04/02/2024 21:04:59"
"MULTCHOICE","False",,,,"802694",,"417029","2065",,"Da padronização dos documentos a serem utilizados nos procedimentos de oferta e contratação de operações de crédito direto ao consumidor e de arrendamento mercantil financeiro.","1","04/02/2024 21:07:04","04/02/2024 21:07:04"
"MULTCHOICE","False",,,,"802695",,"417029","2052",,"Distinguir fatos de opiniões, pessoais ou de mercado, com relação aos produtos e serviços oferecidos aos clientes.","1","04/02/2024 21:07:39","04/02/2024 21:07:39"
"MULTCHOICE","False",,,,"802696",,"417029","2030",,"O primeiro requisito do atendimento é o conhecimento, pois possibilita segurança ao tratar com o cliente.","1","04/02/2024 21:08:09","04/02/2024 21:08:09"
"MULTCHOICE","False",,,,"802697",,"417029","2036",,"Demonstrativo de pagamento de salário ou comprovante de benefício de aposentadoria/pensão, quando for o caso.","1","04/02/2024 21:13:29","04/02/2024 21:13:29"
"MULTCHOICE","False",,,,"802698",,"416829","2069",,"Aquisição.","1","04/02/2024 21:19:21","04/02/2024 21:19:21"
"MULTCHOICE","False",,,,"802699",,"416829","2054",,"Os Bancos de investimento.","0","04/02/2024 21:23:04","04/02/2024 21:23:04"
"MULTCHOICE","False",,,,"802700",,"417029","2021",,"Tarifa.","1","04/02/2024 21:24:29","04/02/2024 21:24:29"
"MULTCHOICE","False",,,,"802701",,"417029","2059",,"A inclusão de cláusula estipulando que o contratante será previamente informado da elevação respectiva, independentemente de previsão contratual.","0","04/02/2024 21:25:14","04/02/2024 21:25:14"
"MULTCHOICE","False",,,,"802702",,"417029","2023",,"Investimento e financiamento.","1","04/02/2024 21:27:12","04/02/2024 21:27:12"
"MULTCHOICE","False",,,,"802703",,"417029","2057",,"Nunca um temporário terá direito ao crédito consignado.","0","04/02/2024 21:32:43","04/02/2024 21:32:43"
"MULTCHOICE","False",,,,"802704",,"417029","2022",,"Todas as modalidades de crédito e todas as formas de operações creditícias.","1","04/02/2024 21:33:09","04/02/2024 21:33:09"
"MULTCHOICE","False",,,,"802705",,"417029","2040",,"Os titulares de benefícios de aposentadoria e pensão por morte pagos pelo INSS.","1","04/02/2024 21:37:39","04/02/2024 21:37:39"
"MULTCHOICE","False",,,,"802706",,"417029","2037",,"Cadastral.","1","04/02/2024 21:38:07","04/02/2024 21:38:07"
"MULTCHOICE","False",,,,"802707",,"416829","2068",,"Por meio das normativas do INSS.","1","04/02/2024 22:12:49","04/02/2024 22:12:49"
"MULTCHOICE","False",,,,"802708",,"416829","2044",,"De forma clara e legível, o Custo Efetivo Total (CET), o referencial de remuneração e a taxa mensal e anual de juros.","1","04/02/2024 22:13:48","04/02/2024 22:13:48"
"MULTCHOICE","False",,,,"802709",,"416829","2032",,"Integridade, equidade, respeito ao consumidor, transparência, excelência, sustentabilidade e confiança.","1","04/02/2024 22:22:29","04/02/2024 22:22:29"
"MULTCHOICE","False",,,,"802710",,"416829","2026",,"De todos os riscos, de modo detalhado, ainda que venha a perder o negócio.","1","04/02/2024 22:24:49","04/02/2024 22:24:49"
"MULTCHOICE","False",,,,"802748",,"416827","9901",,"A anulação das cláusulas contratuais que estabeleçam prestações desproporcionais ou sua revisão em razão de fatos supervenientes que as tornem excessivamente onerosas.","1","04/02/2024 11:12:18","04/02/2024 11:12:18"
"MULTCHOICE","False",,,,"802749",,"416827","9903",,"É correto afirmar que o produto é defeituoso quando não oferece a segurança que dele legitimamente se espera, independente da época que foi colocado em circulação.","1","04/02/2024 11:22:11","04/02/2024 11:30:06"
"MULTCHOICE","False",,,,"802750",,"416928","9902",,"O fornecedor de produtos e serviços que, posteriormente à sua introdução no mercado de consumo, tiver conhecimento da periculosidade que apresentem, deverá comunicar o fato imediatamente às autoridades competentes e aos consumidores, mediante anúncios publicitários.","1","04/02/2024 12:04:33","04/02/2024 12:04:33"
"MULTCHOICE","False",,,,"802751",,"416928","9913",,"Todas as clausulas são abusivas.","1","04/02/2024 12:27:43","04/02/2024 12:27:43"
"MULTCHOICE","False",,,,"802752",,"416928","9917",,"Admite-se o substabelecimento do contrato de correspondente, em um único nível, desde que o contrato inicial preveja essa possibilidade e as condições para sua efetivação, entre as quais a anuência da instituição contratante, com exceção das atividades de atendimento em operações de câmbio.","1","04/02/2024 12:43:40","04/02/2024 12:43:40"
"MULTCHOICE","False",,,,"802753",,"416828","2021",,"Tarifa.","1","04/02/2024 19:12:58","04/02/2024 19:12:58"
"MULTCHOICE","False",,,,"802754",,"416828","2054",,"As Sociedades de Arrendamento Mercantil.","0","04/02/2024 19:16:06","04/02/2024 19:16:06"
"MULTCHOICE","False",,,,"802755",,"416828","2056",,"A operação financeira tenha sido realizada pela própria instituição financeira ou pela sociedade de arrendamento mercantil a ela vinculada.","1","04/02/2024 19:16:51","04/02/2024 19:16:51"
"MULTCHOICE","False",,,,"802756",,"417029","2066",,"Normalmente prefixados, contudo, se previsto em contrato, podem ser pós-fixados.","1","04/02/2024 20:50:11","04/02/2024 20:50:11"
"MULTCHOICE","False",,,,"802757",,"416829","2041",,"Financeiro e operacional.","1","04/02/2024 20:50:12","04/02/2024 20:50:12"
"MULTCHOICE","False",,,,"802758",,"416829","2043",,"Ter a opção de comprar o bem por um valor previamente estabelecido ao final do contrato.","1","04/02/2024 20:58:09","04/02/2024 20:58:09"
"MULTCHOICE","False",,,,"802759",,"416829","2023",,"Investimento e financiamento.","1","04/02/2024 21:01:44","04/02/2024 21:01:44"
"MULTCHOICE","False",,,,"802760",,"416829","2057",,"For observada a vigência do contrato para fins do empréstimo ou de financiamentos.","1","04/02/2024 21:12:01","04/02/2024 21:12:01"
"MULTCHOICE","False",,,,"802761",,"416829","2033",,"Usar crachá de identificação visível ao cliente, ser ético e apresentar os planos oferecidos por todas as instituições para o cliente ter a opção de escolha.","1","04/02/2024 21:12:52","04/02/2024 21:12:52"
"MULTCHOICE","False",,,,"802762",,"417029","2055",,"De relacionamento, de sensibilidade e do negócio.","1","04/02/2024 21:13:06","04/02/2024 21:13:06"
"MULTCHOICE","False",,,,"802763",,"416829","2047",,"Somatário.","0","04/02/2024 21:16:53","04/02/2024 21:16:53"
"MULTCHOICE","False",,,,"802764",,"416829","2037",,"Cadastral.","1","04/02/2024 21:20:06","04/02/2024 21:20:06"
"MULTCHOICE","False",,,,"802765",,"416829","2052",,"Distinguir fatos de opiniões, pessoais ou de mercado, com relação aos produtos e serviços oferecidos aos clientes.","1","04/02/2024 21:22:41","04/02/2024 21:22:41"
"MULTCHOICE","False",,,,"802766",,"416829","2022",,"Todas as modalidades de crédito e todas as formas de operações creditícias.","1","04/02/2024 21:23:55","04/02/2024 21:23:55"
"MULTCHOICE","False",,,,"802767",,"417029","2067",,"Não pode ser cobrado nem ter seu nome inscrito como inadimplente por empréstimo feito por seu empregado.","0","04/02/2024 21:29:29","04/02/2024 21:29:29"
"MULTCHOICE","False",,,,"802768",,"416829","2034",,"É obrigatório ser cliente da instituição e possuir cadastro aprovado previamente.","0","04/02/2024 21:30:45","04/02/2024 21:30:45"
"MULTCHOICE","False",,,,"802769",,"417029","2068",,"Por meio das Resoluções do Banco Central do Brasil.","0","04/02/2024 21:31:05","04/02/2024 21:31:32"
"MULTCHOICE","False",,,,"802770",,"417029","2041",,"Financeiro e operacional.","1","04/02/2024 21:33:18","04/02/2024 21:33:18"
"MULTCHOICE","False",,,,"802771",,"416829","2064",,"É dever da ouvidoria quanto às reclamações recebidas.","1","04/02/2024 21:37:22","04/02/2024 21:37:22"
"MULTCHOICE","False",,,,"802772",,"417029","2070",,"Devolver o bem à empresa de arrendamento mercantil.","1","04/02/2024 21:40:43","04/02/2024 21:40:43"
"MULTCHOICE","False",,,,"802773",,"417029","2024",,"As entradas e saídas de valores (dinheiro) efetivadas no decorrer do tempo numa dada operação.","1","04/02/2024 21:41:05","04/02/2024 21:41:05"
"MULTCHOICE","False",,,,"802774",,"416829","2049",,"Verificar, sob avaliação da instituição financeira autorizada, eventual insolvência do contratante para privá-lo de crédito.","0","04/02/2024 21:48:34","04/02/2024 21:48:34"
"MULTCHOICE","False",,,,"802775",,"416829","2066",,"Sempre prefixados.","0","04/02/2024 22:03:43","04/02/2024 22:03:43"
"MULTCHOICE","False",,,,"802776",,"416829","2030",,"O primeiro requisito do atendimento é o conhecimento, pois possibilita segurança ao tratar com o cliente.","1","04/02/2024 22:04:18","04/02/2024 22:04:18"
"MULTCHOICE","False",,,,"802777",,"416829","2056",,"O somatório dos descontos e/ou retenções consignados para pagamento de empréstimo pessoal não exceda, a qualquer momento, a trinta por cento do valor do benefício.","0","04/02/2024 22:05:24","04/02/2024 22:05:24"
"MULTCHOICE","False",,,,"802778",,"416829","2050",,"Cinco dias úteis.","1","04/02/2024 22:06:25","04/02/2024 22:06:25"
"MULTCHOICE","False",,,,"802779",,"416829","2031",,"O Programa de autorregulação de crédito responsável estabelece diretrizes e procedimentos a serem observados nas etapas de oferta e contratação de crédito e tratamento dos superendividados.","1","04/02/2024 22:08:47","04/02/2024 22:08:47"
"MULTCHOICE","False",,,,"802780",,"416829","2060",,"Houver indícios de crime contra o Sistema Financeiro Monetário, dispensando inclusive a necessidade de inquérito policial.","0","04/02/2024 22:09:46","04/02/2024 22:09:46"
"MULTCHOICE","False",,,,"802781",,"416829","2048",,"Menor será o seu valor presente.","1","04/02/2024 22:24:03","04/02/2024 22:24:03"
"MULTCHOICE","False",,,,"802782",,"416829","2058",,"Em local visível no recinto das dependências das instituições e de seus correspondentes.","1","04/02/2024 22:25:49","04/02/2024 22:25:49"
"MULTCHOICE","False",,,,"802849",,"416827","9902",,"O fornecedor de produtos e serviços que, posteriormente à sua introdução no mercado de consumo, tiver conhecimento da periculosidade que apresentem, deverá comunicar o fato imediatamente às autoridades competentes e aos consumidores, mediante anúncios publicitários.","1","04/02/2024 11:17:25","04/02/2024 11:17:25"
"MULTCHOICE","False",,,,"802850",,"416827","9905",,"Podemos afirmar que é a impossibilidade manifesta de o consumidor pessoa natural, de boa-fé, pagar a totalidade de suas dívidas de consumo, exigíveis e vincendas, sem comprometer seu mínimo existencial, nos termos da regulamentação.","1","04/02/2024 11:42:46","04/02/2024 11:42:46"
"MULTCHOICE","False",,,,"802851",,"416827","9906",,"Levando-se em consideração as circunstâncias relevantes, como pela adoção de novas técnicas.","1","04/02/2024 11:48:16","04/02/2024 11:48:16"
"MULTCHOICE","False",,,,"802852",,"416928","9915",,"A proposta do Cartão de Crédito Diferenciado prevê a cobrança de eventual serviço prioritário.","0","04/02/2024 12:34:01","04/02/2024 12:34:01"
"MULTCHOICE","False",,,,"802853",,"416928","9916",,"O fornecedor deverá confirmar imediatamente o recebimento da aceitação da oferta.","0","04/02/2024 12:37:19","04/02/2024 12:37:27"
"MULTCHOICE","False",,,,"802854",,"416928","9918",,"Apenas as assertivas I e II estão corretas.","1","04/02/2024 12:49:10","04/02/2024 12:49:10"
"MULTCHOICE","False",,,,"802855",,"416928","9921",,"Para os fins deste Decreto, compreende-se por SAC o serviço de atendimento realizado por diversos canais integrados dos fornecedores de serviços regulados com a finalidade de dar tratamento às demandas dos consumidores, tais como informação, dúvida, reclamação, contestação, suspensão ou cancelamento de contratos e de serviços.","1","04/02/2024 15:13:41","04/02/2024 15:13:41"
"MULTCHOICE","False",,,,"802856",,"416828","2051",,"Encaminhar as reclamações recebidas às respectivas agências de atendimento habitual competente, após prestar esclarecimentos.","0","04/02/2024 18:59:12","04/02/2024 18:59:37"
"MULTCHOICE","False",,,,"802857",,"416828","2067",,"Não pode ser cobrado nem ter seu nome inscrito como inadimplente por empréstimo feito por seu empregado.","0","04/02/2024 19:00:17","04/02/2024 19:00:17"
"MULTCHOICE","False",,,,"802858",,"416828","2063",,"A cobrança será suspensa imediatamente, salvo se o fornecedor indicar o contrato e comprovar que o valor é efetivamente devido.","1","04/02/2024 19:03:46","04/02/2024 19:03:46"
"MULTCHOICE","False",,,,"802859",,"416828","2044",,"De forma clara e legível, o Custo Efetivo Total (CET), o referencial de remuneração e a taxa mensal e anual de juros.","1","04/02/2024 19:09:25","04/02/2024 19:09:25"
"MULTCHOICE","False",,,,"802860",,"416828","2025",,"Risco.","1","04/02/2024 19:09:45","04/02/2024 19:09:45"
"MULTCHOICE","False",,,,"802861",,"416828","2057",,"Nunca um temporário terá direito ao crédito consignado.","0","04/02/2024 19:11:04","04/02/2024 19:11:04"
"MULTCHOICE","False",,,,"802862",,"416828","2058",,"Em local visível, apenas para colaboradores, no recinto das dependências das instituições e de seus correspondentes.","0","04/02/2024 19:11:33","04/02/2024 19:11:33"
"MULTCHOICE","False",,,,"802863",,"416828","2029",,"O resumo contratual (sumário executivo) da operação.","1","04/02/2024 19:11:56","04/02/2024 19:11:56"
"MULTCHOICE","False",,,,"802864",,"416828","2069",,"Mercado.","0","04/02/2024 19:15:17","04/02/2024 19:15:17"
"MULTCHOICE","False",,,,"802865",,"416828","2053",,"O objetivo está em prestar esclarecimentos imediatos à referida equipe, sobre seus produtos e serviços e deve atender também às demandas dos seus clientes e usuários ao contratado.","1","04/02/2024 19:15:42","04/02/2024 19:15:42"
"MULTCHOICE","False",,,,"802866",,"416829","2045",,"da realização de operações de crédito mediante penhor civil de bens e a gestão dos recursos do FGTS. ","1","04/02/2024 20:35:50","04/02/2024 20:37:25"
"MULTCHOICE","False",,,,"802867",,"416829","2040",,"Os titulares de benefícios de aposentadoria e pensão por morte pagos pelo INSS.","1","04/02/2024 20:47:50","04/02/2024 20:47:50"
"MULTCHOICE","False",,,,"802868",,"416829","2059",,"A inclusão de cláusula estipulando que o contratante será previamente informado da elevação respectiva, independentemente de previsão contratual.","0","04/02/2024 20:48:50","04/02/2024 20:48:50"
"MULTCHOICE","False",,,,"802869",,"417029","2048",,"Menor será o seu valor presente.","1","04/02/2024 20:54:52","04/02/2024 20:54:52"
"MULTCHOICE","False",,,,"802870",,"417029","2063",,"A cobrança será suspensa imediatamente, mas caso ela seja procedente será cobrada em dobro.","0","04/02/2024 20:59:02","04/02/2024 20:59:02"
"MULTCHOICE","False",,,,"802871",,"416829","2021",,"Tarifa.","1","04/02/2024 21:11:08","04/02/2024 21:11:08"
"MULTCHOICE","False",,,,"802872",,"417029","2035",,"Leasing e Financiamento de Veículo.","0","04/02/2024 21:25:42","04/02/2024 21:25:42"
"MULTCHOICE","False",,,,"802873",,"416829","2062",,"Financiamento do consumo das pessoas físicas e do capital de giro das empresas.","1","04/02/2024 21:32:38","04/02/2024 21:32:38"
"MULTCHOICE","False",,,,"802874",,"417029","2051",,"Encaminhar resposta conclusiva para a demanda dos reclamantes, após dar adequado tratamento às reclamações recebidas.","1","04/02/2024 21:33:56","04/02/2024 21:33:56"
"MULTCHOICE","False",,,,"802875",,"417029","2039",,"Instituição consignatária é a instituição autorizada a conceder empréstimo ou financiamento.","1","04/02/2024 21:34:35","04/02/2024 21:34:35"
"MULTCHOICE","False",,,,"802876",,"417029","2054",,"As Sociedade de Crédito, Financiamento e Investimento (Financeiras).","1","04/02/2024 21:35:12","04/02/2024 21:35:12"
"MULTCHOICE","False",,,,"802877",,"417029","2062",,"Financiamento do consumo das pessoas físicas e do capital de giro das empresas.","1","04/02/2024 21:37:16","04/02/2024 21:37:16"
"MULTCHOICE","False",,,,"802878",,"417029","2069",,"Mercado.","0","04/02/2024 21:38:51","04/02/2024 21:38:51"
"MULTCHOICE","False",,,,"802879",,"417029","2038",,"Do valor total financiado e a taxa mensal e anual de juros.","1","04/02/2024 21:39:14","04/02/2024 21:39:14"
"MULTCHOICE","False",,,,"802880",,"416829","2035",,"Leasing e Financiamento de Veículo.","0","04/02/2024 21:39:46","04/02/2024 21:39:46"
"MULTCHOICE","False",,,,"802881",,"416829","2036",,"Demonstrativo de pagamento de salário ou comprovante de benefício de aposentadoria/pensão, quando for o caso.","1","04/02/2024 21:54:11","04/02/2024 21:54:11"
"MULTCHOICE","False",,,,"802882",,"416829","2038",,"Do valor total financiado e a taxa mensal e anual de juros.","1","04/02/2024 22:10:49","04/02/2024 22:10:49"
"MULTCHOICE","False",,,,"802950",,"417231","2368",,"Financeiro e operacional. ","1","05/02/2024 16:09:12","05/02/2024 16:09:12"
"MULTCHOICE","False",,,,"802951",,"417231","2369",,"Solicitar que a empresa de arrendamento mercantil assuma todas as despesas com o seguro do bem.","1","05/02/2024 16:10:50","05/02/2024 16:10:50"
"MULTCHOICE","False",,,,"802952",,"417231","2376",,"Cinco dias úteis.","1","05/02/2024 16:13:03","05/02/2024 16:13:03"
"MULTCHOICE","False",,,,"802953",,"417231","2373",,"Somatário.","0","05/02/2024 16:26:30","05/02/2024 16:26:30"
"MULTCHOICE","False",,,,"802954",,"417231","2370",,"Ter a opção de comprar o bem por um valor previamente estabelecido ao final do contrato.","1","05/02/2024 16:27:02","05/02/2024 16:27:02"
"MULTCHOICE","False",,,,"802955",,"417231","2363",,"Efetuada total ou parcialmente, acarreta obrigatoriamente a redução proporcional dos juros e demais acréscimos.","1","05/02/2024 16:29:05","05/02/2024 16:32:48"
"MULTCHOICE","False",,,,"802956",,"417231","2385",,"Sempre prefixados.","0","05/02/2024 16:33:07","05/02/2024 16:33:07"
"MULTCHOICE","False",,,,"802957",,"417232","9899",,"Concessionária que compra um carro para vender na loja.","1","05/02/2024 16:33:08","05/02/2024 16:33:08"
"MULTCHOICE","False",,,,"802958",,"417231","2374",,"Menor será o seu valor presente.","1","05/02/2024 16:37:12","05/02/2024 16:37:12"
"MULTCHOICE","False",,,,"802959",,"417231","2359",,"Tarifa.","1","05/02/2024 16:37:43","05/02/2024 16:37:43"
"MULTCHOICE","False",,,,"802960",,"417231","2360",,"Investimento e financiamento.","1","05/02/2024 16:40:57","05/02/2024 16:40:57"
"MULTCHOICE","False",,,,"802961",,"417231","2380",,"Em local visível no recinto das dependências das instituições e de seus correspondentes.","1","05/02/2024 16:41:14","05/02/2024 16:41:14"
"MULTCHOICE","False",,,,"802962",,"417232","9916",,"O fornecedor deverá confirmar imediatamente o recebimento da aceitação da oferta.","0","05/02/2024 16:52:01","05/02/2024 16:52:01"
"MULTCHOICE","False",,,,"802963",,"417232","9922",,"Apenas as assertivas I e IV estão corretas.","1","05/02/2024 16:56:26","05/02/2024 16:56:26"
"MULTCHOICE","False",,,,"802964",,"417232","9924",,"O consumidor deve ser sempre informado sobre a solução de sua demanda e, necessariamente, a instituição financeira deve enviar, por correspondência ou meio eletrônico, a critério do consumidor, a comprovação dessa solução, em linguagem clara, objetiva e que aborde todos os pontos da demanda.","0","05/02/2024 16:57:13","05/02/2024 16:57:13"
